source,target,tgt_lng
Nurse,護理師,zh-TW
Surgeon,外科醫師,zh-TW
Physician,內科醫師,zh-TW
Specialist,專科醫師,zh-TW
Dentist,牙醫師,zh-TW
Pharmacist,藥師,zh-TW
Technician,技術員,zh-TW
Patient,病患,zh-TW
Medical record,病歷,zh-TW
Test result,檢查結果,zh-TW
X-ray,X光片,zh-TW
CT scan,電腦斷層掃描,zh-TW
MRI,核磁共振,zh-TW
Ultrasound,超音波,zh-TW
Blood test,抽血檢查,zh-TW
Urine test,驗尿,zh-TW
Stool test,糞便檢查,zh-TW
Biopsy,切片檢查,zh-TW
Surgery,手術,zh-TW
Operation,手術,zh-TW
Anesthesia,麻醉,zh-TW
Recovery,恢復,zh-TW
Rehabilitation,復健,zh-TW
Physical therapy,物理治療,zh-TW
Occupational therapy,職能治療,zh-TW
Speech therapy,語言治療,zh-TW 
