source,target,tgt_lng
Storage,儲存空間,zh-TW
File,檔案,zh-TW
Directory,目錄,zh-TW
Path,路徑,zh-TW
URL,網址,zh-TW
Domain,網域,zh-TW
Host,主機,zh-TW
Port,埠口,zh-TW
Network,網路,zh-TW
Protocol,通訊協定,zh-TW
Security,安全性,zh-TW
Encryption,加密,zh-TW
Decryption,解密,zh-TW
Authentication,驗證,zh-TW
Authorization,授權,zh-TW
Permission,權限,zh-TW
Role,角色,zh-TW
User,使用者,zh-TW
Password,密碼,zh-TW
Account,帳號,zh-TW
Login,登入,zh-TW
Logout,登出,zh-TW
Register,註冊,zh-TW
Sign in,登入,zh-TW
Sign out,登出,zh-TW
Sign up,註冊,zh-TW
Profile,個人資料,zh-TW
Avatar,頭像,zh-TW
Email,電子郵件,zh-TW
Message,訊息,zh-TW
Notification,通知,zh-TW
Alert,警示,zh-TW
Dialog,對話框,zh-TW
Modal,模態視窗,zh-TW
Popup,彈出視窗,zh-TW
Menu,選單,zh-TW
Button,按鈕,zh-TW
Link,連結,zh-TW
Image,圖片,zh-TW
Icon,圖示,zh-TW
Font,字型,zh-TW
Color,顏色,zh-TW
Background,背景,zh-TW
Border,邊框,zh-TW
Margin,外邊距,zh-TW
Padding,內邊距,zh-TW
Width,寬度,zh-TW
Height,高度,zh-TW
Size,大小,zh-TW
Position,位置,zh-TW
Display,顯示,zh-TW
Visible,可見,zh-TW
Hidden,隱藏,zh-TW
Opacity,透明度,zh-TW
Shadow,陰影,zh-TW
Animation,動畫,zh-TW
Transition,過渡,zh-TW
Transform,變換,zh-TW
Scale,縮放,zh-TW
Rotate,旋轉,zh-TW
Translate,平移,zh-TW
Filter,濾鏡,zh-TW
Blur,模糊,zh-TW
Brightness,亮度,zh-TW
Contrast,對比度,zh-TW
Saturation,飽和度,zh-TW
Hue,色相,zh-TW 
